"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006940","GO:0006940","regulation of smooth muscle contraction",40,-0.701308641493381,-1.98754954613591,5.33431734478201e-05,0.000776665746738999,0.000596083352415443,912,"tags=25%, list=6%, signal=24%","5997/143872/10335/5592/3673/406937/3815/857/1264/477"
"GO:0002837","GO:0002837","regulation of immune response to tumor cell",25,0.766949123858086,1.94198793065194,5.40245187514409e-05,0.000784589584506966,0.000602164820280554,863,"tags=28%, list=5%, signal=27%","3002/259307/5551/5133/3123/10666/84868"
"GO:0002418","GO:0002418","immune response to tumor cell",29,0.759602543166799,1.97807334487855,5.50077688205935e-05,0.000794834477756152,0.000610027675490474,1624,"tags=38%, list=10%, signal=34%","3002/259307/4818/5551/5133/3123/10666/3105/84868/8751/7040"
"GO:0050729","GO:0050729","positive regulation of inflammatory response",134,0.527753912774357,1.78186438439364,5.49403869810649e-05,0.000794834477756152,0.000610027675490474,2233,"tags=31%, list=14%, signal=27%","115362/6280/6279/2209/81030/6352/183/1236/4818/8840/101/63940/3553/6348/51284/7941/2207/4192/2633/1230/5294/9111/940/729230/1075/3430/2896/7292/8673/2635/695/171389/7040/10333/59341/79792/3600/2113/4363/836/8717"
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway",200,0.481305381701452,1.69265455223837,5.69481602244184e-05,0.000820799427718192,0.000629955520234055,2439,"tags=26%, list=15%, signal=22%","115352/115362/91543/4940/8638/4938/80342/118788/51296/9212/197358/5777/51284/4615/3663/81559/115004/3665/3654/142/55601/84885/84868/330/81622/79132/10212/6565/26191/7128/64135/55577/7706/80772/84243/201292/79155/695/56829/171389/10333/79792/55666/23586/148022/80231/64127/54859/7124/5591/5245/4210"
"GO:0050766","GO:0050766","positive regulation of phagocytosis",57,0.640178328008982,1.90697696613955,5.89506342059601e-05,0.000847526454589206,0.000650468251539978,2309,"tags=46%, list=14%, signal=39%","55423/2209/3560/3561/146722/5788/3071/1794/2207/2212/1535/10347/5795/717/10326/811/64581/695/2213/2624/10960/3600/2778/7287/5873/6347"
"GO:0048645","GO:0048645","animal organ formation",55,-0.640491665917988,-1.91916504989706,6.19482037208744e-05,0.000888390029300359,0.000681830644831785,1774,"tags=31%, list=11%, signal=28%","7482/6604/7048/657/10818/2260/2246/10252/2737/6910/2247/4909/9464/2263/4036/2255/8626"
"GO:0086003","GO:0086003","cardiac muscle cell contraction",69,-0.616250533143751,-1.92318422816257,6.40134654859119e-05,0.00091571262377597,0.000702800468440065,1888,"tags=30%, list=12%, signal=27%","776/3759/2316/6328/5290/781/783/6444/23327/2934/9722/6329/6330/6327/5350/287/857/6326/6332/8913/477"
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib",14,0.840994002358854,1.90050096255144,6.49832744095757e-05,0.000927267571500229,0.000711668777626328,1039,"tags=50%, list=6%, signal=47%","3134/3106/6891/3136/3105/567/3107"
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis",23,-0.77890067504826,-1.95315386550191,6.7022712748685e-05,0.000953989956089491,0.000732177946026483,1395,"tags=39%, list=9%, signal=36%","6422/10818/9420/3479/3400/2099/2263/2255/8626"
"GO:0019730","GO:0019730","antimicrobial humoral response",76,0.602273115859013,1.86684777883358,6.75219130004604e-05,0.000958710635703807,0.000735801021386759,1036,"tags=28%, list=6%, signal=26%","4283/3627/6362/3500/6280/3503/3502/6352/10578/6351/6349/8970/8343/6348/4069/3501/3105/85236/27433/567/6367"
"GO:0050691","GO:0050691","regulation of defense response to virus by host",38,0.706085613907983,1.96476433574295,6.78607303947836e-05,0.000961136384452851,0.00073766275978905,2042,"tags=37%, list=13%, signal=32%","3594/10859/6772/4277/83666/3553/151636/115004/60489/7128/5371/10346/23586/3600"
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission",391,-0.391263376139277,-1.51905515392838,7.08294242836122e-05,0.00100070608827365,0.000768032119847251,1799,"tags=20%, list=11%, signal=18%","9581/8224/8898/2897/54407/351/5532/134957/4776/4804/3745/4756/999/5802/85358/80863/57616/64084/84896/127833/4131/9379/4130/51299/112755/65018/392862/4763/50944/2670/9456/5071/5728/4983/259232/6622/6812/2894/79827/25927/760/10858/9001/26509/5621/1949/4137/5327/9229/6376/9145/23236/2892/286097/3479/6558/3908/320/388336/55638/9590/91851/4311/6285/23237/3776/22871/3815/4909/4908/2901/5649/2899/477/4915/5764/2893"
"GO:0010594","GO:0010594","regulation of endothelial cell migration",159,-0.480886543576503,-1.71550790301794,7.12267905205559e-05,0.00100384161418379,0.000770438605267719,2820,"tags=36%, list=17%, signal=30%","55333/949/1950/575/8829/498/25/161742/9314/6237/9270/3146/5587/26585/4780/4233/5286/306/2549/94/7010/23411/388/3315/301/284/3791/27286/56999/3690/2324/4763/54538/2260/23328/2246/4223/9353/29775/90627/2822/8613/25960/5743/84913/168667/64094/1634/57381/9037/2625/51378/2247/147372/7049/22915/5764"
"GO:0060444","GO:0060444","branching involved in mammary gland duct morphogenesis",23,-0.77657686878678,-1.94732674103317,7.28506337214778e-05,0.00102420473256584,0.000786067099149115,403,"tags=35%, list=2%, signal=34%","8945/4041/7022/54361/2099/374/64478/5241"
"GO:0030323","GO:0030323","respiratory tube development",178,-0.468340699027062,-1.69104170894459,7.43192127845192e-05,0.00104229052831622,0.000799947770219335,1610,"tags=21%, list=10%, signal=19%","7048/51208/538/657/27031/54206/3791/23521/2252/83716/7067/2324/10413/10253/2260/3488/2246/10252/7068/60485/5154/2737/9231/6910/4781/3202/3479/284217/5156/8854/4311/2247/147372/2719/2263/93986/2255/5241"
"GO:0055123","GO:0055123","digestive system development",114,-0.5181959962346,-1.76049149640748,7.62569806992338e-05,0.00106685194024698,0.000818798413272947,1962,"tags=30%, list=12%, signal=26%","1028/10787/57728/26160/51208/2494/596/27031/6422/55366/8642/4882/55212/10413/23242/79827/60485/5154/2737/3572/3202/3479/1910/1956/79971/1373/5156/8854/60529/3815/2263/2255/6663/8626"
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore",23,0.770886396953317,1.92735790855045,7.72506176269565e-05,0.0010754940001495,0.000825431109590632,1850,"tags=57%, list=11%, signal=50%","332/55143/4751/9212/983/891/1894/10615/29127/9735/90417/55920/3619"
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis",82,0.586467449863638,1.83622929946663,7.71228658198169e-05,0.0010754940001495,0.000825431109590632,1837,"tags=34%, list=11%, signal=30%","3627/284340/6352/1236/6351/6504/5880/9750/63940/972/3965/6348/3071/7941/728/4192/8740/6688/1230/5795/729230/7060/811/7422/1240/719/59341/2185"
"GO:0055017","GO:0055017","cardiac muscle tissue growth",68,-0.605706062371956,-1.87967650461547,7.83794764592685e-05,0.00108856156383479,0.000835460336709423,1564,"tags=28%, list=10%, signal=25%","657/4628/221476/10413/2260/5997/60485/5592/9472/6910/4211/3479/7373/3776/2247/7049/2263/2066/3084"
"GO:0001562","GO:0001562","response to protozoan",24,0.776382136622107,1.94940456179707,7.9259018133403e-05,0.00109811162653591,0.000842789916280253,1626,"tags=54%, list=10%, signal=49%","116071/4818/3394/115361/6693/3662/4615/951/2633/283234/602/64581/958"
"GO:0001655","GO:0001655","urogenital system development",57,-0.621501579279566,-1.87189008285331,7.98185683498116e-05,0.00110319286980102,0.000846689720710435,1395,"tags=21%, list=9%, signal=19%","6422/10818/116039/9420/3479/3400/2099/130497/2263/2255/5268/8626"
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",94,0.55838756776491,1.78808675172516,8.23273118270429e-05,0.00113512500788997,0.000871197323886932,2379,"tags=44%, list=15%, signal=37%","2209/2214/4939/4940/54440/914/4938/5788/6693/101/3965/6348/942/1536/4615/2207/2212/1535/7305/84868/64170/5795/729230/64135/6850/9181/4282/64581/695/7040/2213/8772/23586/148022/943/9261/2048/3066/64127/83786/7096"
"GO:0060326","GO:0060326","cell chemotaxis",243,0.452830977374997,1.62854591720334,8.43213564655737e-05,0.00115982404253849,0.000890153591028273,1890,"tags=27%, list=12%, signal=24%","4283/3627/6362/6280/6279/284340/2833/6352/1236/5588/5800/1233/11151/1800/7852/1234/56833/6351/6349/6504/51176/5880/101/9750/63940/972/3965/3553/6348/7409/3071/51411/7941/2207/728/4192/8740/3689/6688/1230/4067/5294/7226/5795/6367/729230/57175/5293/6850/2829/4282/54210/7060/5580/811/7422/120425/1240/79902/719/59341/409/2185/7042/11240"
"GO:0060420","GO:0060420","regulation of heart growth",50,-0.652623724629519,-1.93046503126911,8.50357719109201e-05,0.00116684577188078,0.000895542699513716,1564,"tags=34%, list=10%, signal=31%","657/221476/10413/2260/5997/60485/9472/6910/3479/32/7373/3776/2247/7049/2263/2066/3084"
"GO:0007611","GO:0007611","learning or memory",215,-0.448003872833198,-1.65403302362603,8.61734725866112e-05,0.00117962825392485,0.00090535312926553,1753,"tags=23%, list=11%, signal=21%","351/5532/4776/29767/2353/85358/56924/80863/64084/84896/9379/55450/4130/7067/4763/50944/5071/5728/7122/9486/9867/139411/6833/5621/10411/4137/2628/4212/577/23236/1956/5350/7881/4311/6285/23237/3776/6517/3815/57030/4909/6326/5649/93986/5803/8516/64478/477/4915/5764"
"GO:0140507","GO:0140507","granzyme-mediated programmed cell death signaling pathway",10,0.895534775081252,1.8471730379915,8.65536739030658e-05,0.00118200506461418,0.000907177308186385,214,"tags=40%, list=1%, signal=39%","3002/2214/4818/5551"
"GO:0071346","GO:0071346","cellular response to type II interferon",90,0.573902882691795,1.8209662111691,8.80390141618309e-05,0.00119942675960475,0.000920548288428969,811,"tags=21%, list=5%, signal=20%","115362/6352/3594/84166/6772/3394/115361/339122/4261/83666/3113/65010/3965/54625/6348/3659/6813/7454/2633"
"GO:0072539","GO:0072539","T-helper 17 cell differentiation",36,0.709618073161537,1.94017950002229,8.85133797272861e-05,0.00120302508028392,0.000923309964301132,1042,"tags=25%, list=6%, signal=23%","430/114836/3594/3718/50943/4063/3662/30009/84807"
"GO:0046660","GO:0046660","female sex differentiation",93,-0.556828414082454,-1.82871383513468,9.09199436279704e-05,0.0012328054915622,0.000946166138228716,1602,"tags=26%, list=10%, signal=23%","23411/2494/596/6422/4089/3791/4882/2309/84159/9353/283/6586/25976/54361/5156/2099/9510/3815/117/4036/2255/64478/5241/8626"
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation",45,-0.665434913475577,-1.94009910192788,9.30517353770311e-05,0.00125872820290159,0.000966061565243185,1039,"tags=29%, list=6%, signal=27%","5728/27250/3488/7168/283/8490/5592/4881/406937/10891/57447/4969/1264"
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation",92,0.560170499452105,1.7835191872293,9.44788529157664e-05,0.00127501885939626,0.000978564484519805,1887,"tags=28%, list=12%, signal=25%","430/1029/3149/3624/11006/3718/10859/1493/50943/3902/8651/864/972/714/6348/3659/30009/4192/4067/3635/7292/8111/2213/6522/7107/2624"
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response",34,0.715259102674878,1.93840166053175,9.55729252552253e-05,0.00128674889014212,0.000987567168210031,665,"tags=32%, list=4%, signal=31%","115352/933/11006/3718/10859/50943/3134/6504/10225/684/30009"
"GO:0071824","GO:0071824","protein-DNA complex organization",212,0.459860047282775,1.62211869107207,9.60752083104068e-05,0.00129047498110833,0.000990426906525864,3460,"tags=32%, list=21%, signal=25%","8357/4171/8340/1063/8348/8356/3009/8352/55723/8354/8968/8368/8970/8358/3159/3014/8343/8345/9787/8359/8341/201254/653604/81620/29028/8350/8361/92815/55355/9735/8364/64105/10036/3020/2491/8342/8294/55839/8344/6597/9555/8339/8347/8355/121504/64754/8349/1062/23493/8318/112950/8360/6599/5888/6418/8365/6837/6874/6598/8208/10629/7290/6877/1616/8366/79903/8346"
"GO:0072538","GO:0072538","T-helper 17 type immune response",48,0.665573086001502,1.91141444759191,9.84250508198772e-05,0.00131894178171273,0.00101227489712937,2902,"tags=44%, list=18%, signal=36%","430/114836/3594/5588/3718/50943/4063/3662/30009/64170/84807/64581/7297/2048/10538/4851/5245/969/51043/9466/51561"
"GO:0016055","GO:0016055","Wnt signaling pathway",409,-0.380602058515995,-1.48235579009692,9.94579529331106e-05,0.00132966917449359,0.00102050806600329,1829,"tags=22%, list=11%, signal=20%","3675/51741/22881/26524/4035/7482/351/4776/147906/7041/145258/1363/26959/1909/79960/8323/83439/4041/57658/2487/4286/55031/23002/2776/27031/6422/6591/4089/1958/55366/7473/54764/1952/9525/2309/51473/79809/5071/10413/80114/10979/51704/51421/8324/4040/26108/23189/5311/3487/57664/65062/4163/4609/6934/2737/9863/8613/25960/27122/85458/23500/4919/154810/1910/84870/1956/8434/79971/27303/50937/9096/54361/388336/388630/9037/406937/2625/2247/28999/857/27123/57447/3489/284654/2719/2263/2255/6663"
"GO:0048251","GO:0048251","elastic fiber assembly",11,-0.883815482696908,-1.86907366468189,0.000102091754894349,0.00136169935082859,0.00104509091257324,425,"tags=64%, list=3%, signal=62%","538/10516/4239/8425/79875/7148/4629"
"GO:0055002","GO:0055002","striated muscle cell development",125,-0.50128575946649,-1.72695593078632,0.000103871704606918,0.00138221835758323,0.00106083904925352,1619,"tags=27%, list=10%, signal=25%","5532/29767/657/4628/6261/596/221476/5159/4089/6444/9456/2274/5997/7168/11155/7111/5592/6443/80206/9472/6910/1073/4211/3479/9096/858/5156/7373/10398/2318/1465/25802/5239/4629"
"GO:0033083","GO:0033083","regulation of immature T cell proliferation",10,0.891919404425303,1.83971580083685,0.000107295081224468,0.00142446045189421,0.00109325944283424,566,"tags=40%, list=4%, signal=39%","1029/3604/50943/3553"
"GO:1903707","GO:1903707","negative regulation of hemopoiesis",97,0.549102359803542,1.77011451372391,0.000107589927159427,0.00142506843334779,0.00109372606264408,1887,"tags=27%, list=12%, signal=24%","430/1029/3149/3624/11006/3718/10859/1493/50943/3902/8651/864/972/714/6348/3659/30009/4192/4067/3635/7292/8111/2213/6522/7107/2624"
"GO:0002834","GO:0002834","regulation of response to tumor cell",26,0.756007250920636,1.93211403474462,0.000110086423256994,0.00145476793043077,0.00111652013571941,863,"tags=27%, list=5%, signal=26%","3002/259307/5551/5133/3123/10666/84868"
"GO:0007044","GO:0007044","cell-substrate junction assembly",95,-0.547237148534664,-1.79848881615603,0.000111718473143289,0.00147293341780161,0.00113046196932768,2753,"tags=55%, list=17%, signal=46%","7094/26073/123720/4088/23243/9647/23332/51057/5747/5786/3915/57669/1946/23122/8065/8874/2039/87/1307/8829/79834/25/9270/7248/26585/7414/55901/11037/10391/94/7205/7010/6385/596/9475/9748/6422/3791/3690/10979/5728/84962/3655/10395/3673/7145/54361/2824/667/10580/395/1308"
"GO:0044458","GO:0044458","motile cilium assembly",56,-0.636009919771423,-1.91669158752776,0.00011224150983358,0.0014764274006155,0.00113314356691033,2878,"tags=43%, list=18%, signal=35%","23300/123872/54970/84071/339829/7320/25809/84080/55779/147700/583/80217/28981/80127/57545/401024/129880/79846/54558/79925/27152/79864/7802/1756"
"GO:0140013","GO:0140013","meiotic nuclear division",131,0.521073120380645,1.74775888042601,0.000113501922287577,0.00148958256726954,0.00114324002844947,2553,"tags=31%, list=16%, signal=27%","151648/57082/991/10403/9700/9319/259266/7153/23397/5347/10635/146956/83990/9133/11130/8438/1164/994/2177/10051/201254/84215/2175/1731/55743/675/6790/51547/11022/811/3619/3976/10388/348235/10609/4487/84501/150365/9232/29781/9134"
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus",37,0.689949428633186,1.89856783481956,0.000118694332664374,0.00155416240619118,0.00119280442219864,2342,"tags=51%, list=14%, signal=44%","2209/26279/1236/6693/3123/2207/4067/79651/940/6850/695/171389/2213/2876/3055/5692/2778/2534/7124"
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process",55,0.636687181822176,1.87742188746961,0.000119354683626121,0.00155924086691476,0.00119670209105546,1896,"tags=38%, list=12%, signal=34%","6352/5588/3718/3575/5133/917/84941/101/9212/972/3965/4067/3091/602/4282/27113/695/81704/939/7042/8772"
"GO:0043300","GO:0043300","regulation of leukocyte degranulation",39,0.707006806662132,1.97384107375533,0.00012749011408,0.00166172763727964,0.00127535968335154,2103,"tags=46%, list=13%, signal=40%","3134/5880/8832/3965/3071/6813/2207/3689/11314/6688/201294/4067/729230/6850/8673/2213/2624/3684"
"GO:0002224","GO:0002224","toll-like receptor signaling pathway",77,0.58631022562068,1.81348491260536,0.000128603026178024,0.00167242389952421,0.00128356895984382,2120,"tags=35%, list=13%, signal=31%","6280/6279/497189/146722/2672/3662/3659/51284/4615/1520/3665/3654/330/11314/81622/10212/4034/7187/695/171389/10333/409/148022/3656/79879/9261/80231"
"GO:0055001","GO:0055001","muscle cell development",150,-0.484261176515364,-1.72382192649934,0.000128975656653223,0.00167346645662074,0.00128436911220253,1732,"tags=26%, list=11%, signal=23%","5532/4776/29767/657/4628/1909/6261/596/221476/5159/4089/10266/6444/9456/2274/5997/7168/11155/7111/5592/6443/80206/9472/6910/1073/4211/3479/9096/858/287/5156/7373/10398/2318/1465/25802/1756/5239/4629"
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",51,0.645581145236191,1.86695128726348,0.000129387238476661,0.0016750085487861,0.00128555265283313,1036,"tags=29%, list=6%, signal=28%","4283/3627/6362/6280/6352/10578/6351/6349/8970/8343/6348/85236/27433/567/6367"
"GO:1905820","GO:1905820","positive regulation of chromosome separation",30,0.738275121235116,1.94488330009037,0.000130291996503064,0.00168282884232645,0.00129155465151786,2593,"tags=60%, list=16%, signal=50%","332/11065/991/9700/23397/55143/9212/9787/10051/64151/5359/8379/54892/3619/51529/9918/29781/23310"
"GO:0086001","GO:0086001","cardiac muscle cell action potential",70,-0.592808128478368,-1.85712025633096,0.000130579518698522,0.00168282884232645,0.00129155465151786,1888,"tags=29%, list=12%, signal=25%","776/3759/153396/2316/6328/781/783/23327/9722/6329/6330/6327/9096/287/857/6326/6332/1756/8913/477"
"GO:0009611","GO:0009611","response to wounding",487,-0.367187479994949,-1.45180646605307,0.000131190411322995,0.00168690232267455,0.00129468100778127,1720,"tags=20%, list=11%, signal=18%","2316/953/196527/3745/4756/5802/84750/50808/3315/6385/4628/1909/5290/8323/301/596/4131/284/2776/5493/10451/3791/388931/375033/2252/4882/3690/7450/9525/966/4763/10413/56963/11234/10979/5728/2621/84962/2157/8996/25833/2192/8324/4921/2246/6812/7168/23189/3725/5321/94121/1608/349565/948/4162/5592/5154/947/26509/3572/4781/1511/5327/90865/3673/6376/358/79026/3479/6558/64094/54361/5156/4638/5627/4147/10398/2159/3776/51378/79057/2247/667/7035/57834/857/1465/4916/84417/79987/10894/3084/2255/22915/5764"
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation",164,-0.46766325259533,-1.67200267447817,0.000136750041360008,0.00175444784004924,0.00134652153069141,1706,"tags=24%, list=11%, signal=22%","252983/253260/3164/7010/23411/657/1960/3791/116039/2252/3690/8660/9420/2324/4763/10413/3912/2260/8324/2246/1012/3725/283/4609/6934/6387/3479/1956/858/185/9037/2247/130497/374/2263/2066/93986/2255/5764/8626"
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus",67,-0.602297892905487,-1.86352555727263,0.000137676595828171,0.00176238362713377,0.00135261216953993,2351,"tags=42%, list=15%, signal=36%","9270/81792/5587/26585/2321/2549/3164/3315/5290/301/284/5159/10266/1960/3791/9508/3690/28514/2324/2619/10253/25960/57556/64094/1634/5156/147372/7148"
"GO:2000316","GO:2000316","regulation of T-helper 17 type immune response",32,0.716360320972018,1.89875091279409,0.000141682077248381,0.00180960903128401,0.00138885720460584,2902,"tags=50%, list=18%, signal=41%","430/3594/5588/3718/50943/30009/64170/84807/64581/7297/2048/10538/969/51043/9466/51561"
"GO:0032633","GO:0032633","interleukin-4 production",28,0.727738197628788,1.88514961058186,0.000143031430365032,0.00181872409899714,0.00139585292978459,1386,"tags=57%, list=9%, signal=52%","8140/54440/5588/916/50943/51176/3123/9308/3965/942/3662/2207/84868/940/6850/7292"
"GO:0032673","GO:0032673","regulation of interleukin-4 production",28,0.727738197628788,1.88514961058186,0.000143031430365032,0.00181872409899714,0.00139585292978459,1386,"tags=57%, list=9%, signal=52%","8140/54440/5588/916/50943/51176/3123/9308/3965/942/3662/2207/84868/940/6850/7292"
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis",55,-0.626653987040706,-1.87770191917089,0.00014423170037417,0.00182991971073393,0.00140444545212052,1724,"tags=29%, list=11%, signal=26%","6604/10848/1363/7048/657/1909/4089/7168/10512/6910/2625/9464/7049/2263/4036/3084"
"GO:0006958","GO:0006958","complement activation, classical pathway",30,0.737187413860315,1.94201788603565,0.000145121669820944,0.00183713759892796,0.00140998511060311,1073,"tags=33%, list=7%, signal=31%","1380/3500/3503/3502/733/713/714/3501/712/717"
"GO:0002067","GO:0002067","glandular epithelial cell differentiation",29,-0.7285359944456,-1.93130319508704,0.000145894189361624,0.00184284006959649,0.00141436170097989,557,"tags=31%, list=3%, signal=30%","2494/10413/4781/54361/2247/857/2263/5241/8626"
"GO:0001782","GO:0001782","B cell homeostasis",34,0.706969397186428,1.9159359850527,0.000149639474171603,0.00188598473834782,0.00144747481160196,2397,"tags=50%, list=15%, signal=43%","54440/3575/50943/10603/972/3071/578/4067/3091/7128/10673/4282/5585/8517/55619/836/581"
"GO:0034502","GO:0034502","protein localization to chromosome",111,0.53320239002461,1.74514134071254,0.00015035993013532,0.001890900044471,0.00145124726090123,2123,"tags=25%, list=13%, signal=22%","57082/83903/51176/701/8335/2146/9212/8368/8970/5347/3014/983/4796/8359/142/6688/8361/5371/9735/51548/8364/55920/78996/8294/9555/9184/54908/23613"
"GO:0002836","GO:0002836","positive regulation of response to tumor cell",15,0.831346615066801,1.90779625041409,0.000161754764899998,0.00202529707824462,0.00155439566777103,484,"tags=27%, list=3%, signal=26%","3002/5551/3123/10666"
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell",15,0.831346615066801,1.90779625041409,0.000161754764899998,0.00202529707824462,0.00155439566777103,484,"tags=27%, list=3%, signal=26%","3002/5551/3123/10666"
"GO:0002712","GO:0002712","regulation of B cell mediated immunity",50,0.667087691878414,1.92393020505346,0.000169486828231738,0.00210369551223863,0.00161456569787147,1681,"tags=34%, list=10%, signal=31%","1380/2209/50943/5788/10666/5777/30009/2207/10459/940/7468/7037/7292/695/7040/958/2213"
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response",50,0.667087691878414,1.92393020505346,0.000169486828231738,0.00210369551223863,0.00161456569787147,1681,"tags=34%, list=10%, signal=31%","1380/2209/50943/5788/10666/5777/30009/2207/10459/940/7468/7037/7292/695/7040/958/2213"
"GO:0060479","GO:0060479","lung cell differentiation",26,-0.74252622503628,-1.91671020145215,0.00016914576772493,0.00210369551223863,0.00161456569787147,1204,"tags=31%, list=7%, signal=29%","7067/10413/7068/60485/4781/3202/3479/2255"
"GO:0060487","GO:0060487","lung epithelial cell differentiation",26,-0.74252622503628,-1.91671020145215,0.00016914576772493,0.00210369551223863,0.00161456569787147,1204,"tags=31%, list=7%, signal=29%","7067/10413/7068/60485/4781/3202/3479/2255"
"GO:0001525","GO:0001525","angiogenesis",475,-0.363500126217709,-1.43787954257191,0.000173380889163701,0.00214737109912272,0.00164808628295958,1698,"tags=22%, list=11%, signal=20%","4776/4804/3164/10352/7010/7048/23411/388/3315/657/81575/1909/221981/5290/301/9475/126393/284/5159/6422/10266/10451/1960/3791/116835/7075/1003/27286/56999/4882/3690/3696/28514/2324/9525/4763/10253/54538/7122/2260/113026/51421/23328/2246/196740/4223/1012/3725/5787/55742/9353/5740/283/29775/1464/83700/948/4162/90627/3204/5154/2822/947/6833/10411/4059/25960/3202/577/57556/4211/154810/2028/6376/5743/140862/168667/4881/358/4240/10516/84870/6558/8434/64094/1634/5156/185/9510/57381/9037/406937/3953/51378/2247/857/147372/9464/55576/7049/2263/2255/22915"
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity",61,0.605476883628724,1.81866497474852,0.000180960097614569,0.00223640103358653,0.00171641588552457,2883,"tags=43%, list=18%, signal=35%","9156/10293/10721/8914/983/146956/4796/142/201254/348654/641/675/5424/5426/5111/1663/672/55159/63901/5428/5591/10498/57662/5888/1763/91607"
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling",26,-0.739898843098722,-1.9099280440104,0.000183143824721486,0.00225851070055246,0.00173338483833493,356,"tags=23%, list=2%, signal=23%","5350/287/2946/57158/1756/477"
"GO:0070227","GO:0070227","lymphocyte apoptotic process",75,0.589003280741988,1.82265985348635,0.000184420750019148,0.00226936673464423,0.00174171673815481,2891,"tags=44%, list=18%, signal=36%","6352/5588/3718/3575/5133/917/84941/101/9212/3559/972/3965/578/4067/3091/602/4282/27113/695/81704/5585/939/7042/8772/11200/581/9093/11035/840/27166/207/3988/29126"
"GO:0032102","GO:0032102","negative regulation of response to external stimulus",328,0.411714820154993,1.5364638275335,0.000186415012368147,0.00228898433641746,0.00175677305534201,2077,"tags=26%, list=13%, signal=23%","284340/9636/6696/26047/201633/4940/5800/5329/10859/84166/50943/4938/3134/56833/4277/10225/8530/3106/5788/89790/6693/9212/3123/197358/3587/5777/3559/5328/65078/3965/54625/11274/3105/2161/4192/55558/142/84868/103/79132/4067/3635/79651/7391/9111/10212/81607/57175/7128/348/23220/2000/5272/6737/6850/25817/2896/7133/4282/2629/56905/5580/84243/201292/3824/6773/171389/7040/79626/2213/135/59307/2885/409/23170/29956/11240/2876/3055/5467/5692/10019/114769/2778"
"GO:0010880","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",29,-0.722468791835902,-1.91521942177359,0.00018859409346789,0.00230092836422872,0.00176593997968362,562,"tags=24%, list=3%, signal=23%","9472/5350/287/2946/57158/1756/477"
"GO:0030518","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway",126,-0.490583004798055,-1.68849869146262,0.000188199054986508,0.00230092836422872,0.00176593997968362,1602,"tags=17%, list=10%, signal=15%","23411/1408/57658/6422/54206/153222/9420/9572/164091/23543/25959/10002/6934/8611/2103/3479/5187/2099/5241/8626/4250"
"GO:0043401","GO:0043401","steroid hormone receptor signaling pathway",126,-0.490583004798055,-1.68849869146262,0.000188199054986508,0.00230092836422872,0.00176593997968362,1602,"tags=17%, list=10%, signal=15%","23411/1408/57658/6422/54206/153222/9420/9572/164091/23543/25959/10002/6934/8611/2103/3479/5187/2099/5241/8626/4250"
"GO:0003007","GO:0003007","heart morphogenesis",225,-0.423504094542604,-1.57244604475737,0.000189080505363842,0.00230195457806788,0.0017667275887524,3000,"tags=36%, list=19%, signal=30%","25836/4666/10277/64321/3491/4634/1386/65009/3280/4734/23414/4853/3357/659/123872/10060/79810/2131/4087/6608/8829/8321/10427/10087/282996/339829/83852/650/3643/324/182/58495/200894/10370/94/9249/26160/6604/10848/1363/7010/7048/657/1909/6261/80000/23768/27031/6591/4089/8642/28514/55212/140706/10413/2274/7122/27250/129880/10252/7168/3725/10439/55742/5311/9353/10512/60485/10395/6910/6586/4886/9510/8854/11096/2625/9464/7049/2263/4036/3084"
"GO:0042832","GO:0042832","defense response to protozoan",21,0.783149130343934,1.90571339342786,0.000194045421526498,0.00234741628324444,0.00180161900213319,1626,"tags=57%, list=10%, signal=51%","116071/4818/3394/115361/3662/4615/951/2633/283234/602/64581/958"
