"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002449","GO:0002449","lymphocyte mediated immunity","73/1233","388/18860",0.188144329896907,2.87786055300541,9.88493705651086,1.52042775710841e-16,7.5662014021922e-14,5.768895748263e-14,"IGHG1/CD7/LILRB4/GATA3/IL2RB/IL4I1/PIK3R1/IGHV3-20/TIGIT/SASH3/GZMB/FCMR/IGHG3/HLA-DRB1/CR2/IGHG4/EXO1/PTPRC/IL12RB1/FCGR1A/RSAD2/IL7R/CD2/SLAMF6/HLA-F/PTPN6/HLA-B/FOXP3/SLA2/HLA-DRA/FCGR3A/CD19/CORO1A/NKG7/LILRB1/TAP2/IGHV1-18/PRF1/IGHV2-70/MYO1G/CALHM6/NCKAP1L/CD74/IGLC3/SLAMF1/CD96/HLA-H/CD80/CD8A/SPN/SLAMF7/PDCD1/CYRIB/C1QC/MAD2L2/HLA-A/MYD88/ICAM1/C1QB/LGALS9/CD226/SECTM1/IRF7/C1QA/UNC13D/LAG3/TCIRG1/IGHV5-51/FCGR2A/VAV1/TYROBP/C8G/FCER1G",73
"GO:0030217","GO:0030217","T cell differentiation","66/1233","330/18860",0.2,3.05920519059205,9.98091945420219,1.91520744536124e-16,8.73653796325617e-14,6.66122589548886e-14,"LILRB4/GATA3/CDKN2A/IL4I1/PIK3R1/SASH3/IKZF3/KIT/CD3D/ASCL2/ADAM8/HLA-DRB1/ZAP70/JAK3/HLA-DOA/PTPRC/IRF1/IL12RB1/RSAD2/IL7R/CD2/SLAMF6/ITK/PLA2G2D/TNFRSF9/FOXP3/HLA-DRA/LCK/IL6ST/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CTLA4/CD74/LEPR/CD4/IL2RG/TMEM98/RUNX3/CD80/CD8A/SPN/ZBTB16/SOCS1/WNT4/CAMK4/RUNX2/FANCD2/THEMIS/DOCK2/CD83/LGALS9/IL2RA/CD86/GLI3/CD3G/LAG3/TCIRG1/IRF4/ZNF683/LY9/VAV1/FCER1G/STAT4",66
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","73/1233","401/18860",0.182044887780549,2.78456332809501,9.55326295446103,9.47670018108244e-16,3.99041975317272e-13,3.04251953182121e-13,"CCL5/LILRB4/GATA3/CDKN2A/IL4I1/LAPTM5/SIRPG/TIGIT/SASH3/CAV1/ASCL2/ADAM8/HLA-DRB1/ZAP70/RASAL3/JAK3/HLA-DOA/PTPRC/IRF1/IL12RB1/IL7R/PTPN6/HLA-DPA1/PLA2G2D/FOXP3/CD6/HLA-DRA/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CTLA4/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/DLG5/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/SKAP1/PDCD1/IRAK1/CYRIB/HLA-A/LAX1/PRNP/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/CXCL12/LAG3/IGF1/RIPOR2/HLA-DMB/CD37/VAV1/CD300A/ITGA4",73
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","55/1233","254/18860",0.216535433070866,3.31213160398746,9.81193282636722,1.85066608890042e-15,7.23610440760064e-13,5.51721131014298e-13,"CCL5/SOX11/LILRB4/FGF10/CDKN2A/IL4I1/LAPTM5/SASH3/IKZF3/FCRL3/HLA-DRB1/ZAP70/RASAL3/PTPRC/IRF1/IL12RB1/PTPN6/HLA-DPA1/PLA2G2D/TNFRSF9/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/LILRB1/CD3E/CARD11/NCKAP1L/CTLA4/CD74/RAC2/TNFRSF13C/CD4/HLA-DPB1/DLG5/SLAMF1/CD80/SPN/HLA-A/MYD88/PRNP/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/RIPOR2/HLA-DMB/CD37/TYROBP/CD300A",55
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","72/1233","402/18860",0.17910447761194,2.73958673784363,9.32434770667045,3.60773191818744e-15,1.28793255340826e-12,9.81991918593881e-13,"IGHG1/CD7/LILRB4/GATA3/IL2RB/IL4I1/IGHV3-20/SASH3/FCMR/IGHG3/ASCL2/HLA-DRB1/CR2/IGHG4/JAK3/EXO1/PTPRC/IL12RB1/FCGR1A/RSAD2/IL7R/SLAMF6/HLA-F/PTPN6/HLA-B/FOXP3/SLA2/HLA-DRA/FCGR3A/CD19/IL6ST/LILRB1/TAP2/IGHV1-18/PRF1/IGHV2-70/LEF1/MYO1G/NCKAP1L/CD74/CD4/IGLC3/TMEM98/SLAMF1/HLA-H/CD80/CD8A/SPN/PDCD1/CYRIB/C1QC/MAD2L2/HLA-A/MYD88/ICAM1/PRKCQ/C1QB/LGALS9/CD226/SECTM1/IRF7/C1QA/UNC13D/TCIRG1/IGHV5-51/IRF4/IL33/FCGR2A/LY9/C8G/FCER1G/STAT4",72
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","55/1233","258/18860",0.213178294573643,3.26078072640626,9.67030431981882,3.76450874215056e-15,1.28793255340826e-12,9.81991918593881e-13,"CCL5/SOX11/LILRB4/FGF10/CDKN2A/IL4I1/LAPTM5/SASH3/IKZF3/FCRL3/HLA-DRB1/ZAP70/RASAL3/PTPRC/IRF1/IL12RB1/PTPN6/HLA-DPA1/PLA2G2D/TNFRSF9/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/LILRB1/CD3E/CARD11/NCKAP1L/CTLA4/CD74/RAC2/TNFRSF13C/CD4/HLA-DPB1/DLG5/SLAMF1/CD80/SPN/HLA-A/MYD88/PRNP/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/RIPOR2/HLA-DMB/CD37/TYROBP/CD300A",55
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","58/1233","284/18860",0.204225352112676,3.12383628616794,9.53796603712889,5.01012054887618e-15,1.61325881673813e-12,1.23003888398106e-12,"CCL5/SOX11/LILRB4/FGF10/CDKN2A/IL4I1/LAPTM5/SASH3/IKZF3/FCRL3/KIT/HLA-DRB1/ZAP70/RASAL3/PTPRC/IRF1/IL12RB1/PTPN6/HLA-DPA1/PLA2G2D/TNFRSF9/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/LILRB1/CD3E/CARD11/NCKAP1L/CTLA4/CD74/BST2/RAC2/TNFRSF13C/CD4/HLA-DPB1/DLG5/SLAMF1/CD80/SPN/HLA-A/MYD88/PRNP/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/RIPOR2/IL33/HLA-DMB/CD37/TYROBP/CD300A",58
"GO:0002443","GO:0002443","leukocyte mediated immunity","81/1233","488/18860",0.165983606557377,2.53888955366758,9.10942176878524,5.70209358555728e-15,1.73407001596336e-12,1.32215210916577e-12,"IGHG1/CD7/LILRB4/GATA3/IL2RB/IL4I1/PIK3R1/IGHV3-20/TIGIT/SASH3/GZMB/KIT/FCMR/IGHG3/HLA-DRB1/CR2/IGHG4/JAK3/EXO1/PTPRC/IL12RB1/FCGR1A/RSAD2/IL7R/CD2/SLAMF6/HLA-F/PTPN6/HLA-B/FOXP3/SLA2/HLA-DRA/FCGR3A/CD19/CORO1A/NKG7/LILRB1/TAP2/IGHV1-18/PRF1/IGHV2-70/MYO1G/CALHM6/CD84/NCKAP1L/CD74/BST2/RAC2/IGLC3/SLAMF1/CD96/HLA-H/CD80/CD8A/SPN/SLAMF7/PDCD1/CYRIB/C1QC/MAD2L2/HLA-A/MYD88/ICAM1/C1QB/LGALS9/STXBP2/CD226/SECTM1/IRF7/C1QA/UNC13D/LAG3/TCIRG1/IGHV5-51/LAT2/FCGR2A/VAV1/TYROBP/C8G/FCER1G/CD300A",81
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","64/1233","343/18860",0.186588921282799,2.85406898247655,9.16514418243075,1.76236176414678e-14,5.0774569983892e-12,3.8713376148709e-12,"MMRN1/CCL5/LILRB4/GATA3/IL4I1/SIRPG/SASH3/CAV1/KIF26B/ADAM8/HLA-DRB1/ZAP70/RASAL3/HLA-DOA/PTPRC/IL12RB1/PLAUR/IL7R/FUT3/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/ADAM19/CCR7/NCKAP1L/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/F11R/CD80/SPN/PLPP3/ZBTB16/SOCS1/SKAP1/IRAK1/CYRIB/HLA-A/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/CX3CL1/IGF1/HLA-DMB/VAV1/ITGA4",64
"GO:0042098","GO:0042098","T cell proliferation","49/1233","224/18860",0.21875,3.34600567721006,9.34175306794442,4.24577179239713e-14,1.16206773957909e-11,8.86025534571295e-12,"CCL5/LILRB4/CDKN2A/IL4I1/LAPTM5/SASH3/HLA-DRB1/ZAP70/RASAL3/PTPRC/IRF1/IL12RB1/PTPN6/HLA-DPA1/PLA2G2D/TNFRSF9/FOXP3/CD6/IL6ST/CORO1A/LILRB1/CD3E/CARD11/NCKAP1L/CTLA4/SH2D2A/RAC2/TNFRSF13C/CD4/HLA-DPB1/DLG5/SLAMF1/CD80/SPN/WNT4/HLA-A/PRNP/PRKCQ/DOCK2/CD24/LGALS9/IL2RA/CD86/TNFRSF4/MYC/IGF1/RIPOR2/HLA-DMB/CD37",49
"GO:0006935","GO:0006935","chemotaxis","77/1233","474/18860",0.162447257383966,2.48479746493236,8.65893394507516,8.79206714779961e-14,2.29179883652643e-11,1.74739580155516e-11,"CXCL9/PIK3C2G/PTN/CCL5/CXCL10/FGF10/CXCR3/FPR3/NRG1/KIT/NTRK3/ADAM8/CCL18/SEMA3G/PDGFD/TYMP/FGF2/PDGFRA/CCR5/SLAMF8/CXCL17/PLAUR/SEMA5A/CORO1A/CXCR4/LEF1/SLC12A2/PLD1/SEMA6A/ITGA9/PTPRO/CCR7/NCKAP1L/LPAR1/SMOC2/CD74/RAC2/EDNRB/SLIT3/SLAMF1/SPN/CCL4/ITGA2/CYRIB/GPSM3/SEMA6D/FER/PLXNA3/PRKCQ/DOCK2/PLXNA4/CCR4/LGALS9/UNC5C/FPR1/CX3CL1/ADGRA2/DPEP1/PDGFA/CCL3L1/S100A9/AGTR1/CXCL12/PARVA/SEMA5B/BIN2/JAM3/S100A8/RIPOR2/NTF3/DUSP1/C5AR1/PLAU/PTGDR2/ENPP2/VAV1/FCER1G",77
"GO:0042330","GO:0042330","taxis","77/1233","476/18860",0.161764705882353,2.47435713944945,8.61663772797672,1.10221407439567e-13,2.74250901965542e-11,2.0910424904205e-11,"CXCL9/PIK3C2G/PTN/CCL5/CXCL10/FGF10/CXCR3/FPR3/NRG1/KIT/NTRK3/ADAM8/CCL18/SEMA3G/PDGFD/TYMP/FGF2/PDGFRA/CCR5/SLAMF8/CXCL17/PLAUR/SEMA5A/CORO1A/CXCR4/LEF1/SLC12A2/PLD1/SEMA6A/ITGA9/PTPRO/CCR7/NCKAP1L/LPAR1/SMOC2/CD74/RAC2/EDNRB/SLIT3/SLAMF1/SPN/CCL4/ITGA2/CYRIB/GPSM3/SEMA6D/FER/PLXNA3/PRKCQ/DOCK2/PLXNA4/CCR4/LGALS9/UNC5C/FPR1/CX3CL1/ADGRA2/DPEP1/PDGFA/CCL3L1/S100A9/AGTR1/CXCL12/PARVA/SEMA5B/BIN2/JAM3/S100A8/RIPOR2/NTF3/DUSP1/C5AR1/PLAU/PTGDR2/ENPP2/VAV1/FCER1G",77
"GO:0042129","GO:0042129","regulation of T cell proliferation","44/1233","192/18860",0.229166666666667,3.50533928088673,9.2282623431554,1.5046962667159e-13,3.49002938828261e-11,2.66099388968724e-11,"CCL5/LILRB4/CDKN2A/IL4I1/LAPTM5/SASH3/HLA-DRB1/ZAP70/RASAL3/PTPRC/IRF1/IL12RB1/PTPN6/HLA-DPA1/PLA2G2D/TNFRSF9/FOXP3/CD6/IL6ST/CORO1A/LILRB1/CD3E/CARD11/NCKAP1L/CTLA4/RAC2/TNFRSF13C/CD4/HLA-DPB1/DLG5/SLAMF1/CD80/SPN/HLA-A/PRNP/PRKCQ/CD24/LGALS9/IL2RA/CD86/IGF1/RIPOR2/HLA-DMB/CD37",44
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","56/1233","289/18860",0.193771626297578,2.96393582479507,8.898365389069,1.53015537666757e-13,3.49002938828261e-11,2.66099388968724e-11,"CCL5/LILRB4/GATA3/IL4I1/SIRPG/SASH3/CAV1/ADAM8/HLA-DRB1/ZAP70/RASAL3/HLA-DOA/PTPRC/IL12RB1/IL7R/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/SKAP1/IRAK1/CYRIB/HLA-A/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/IGF1/HLA-DMB/VAV1/ITGA4",56
"GO:0050870","GO:0050870","positive regulation of T cell activation","53/1233","267/18860",0.198501872659176,3.03628979590597,8.86282445361241,2.52868036057136e-13,5.53679851750704e-11,4.22156531775386e-11,"CCL5/LILRB4/GATA3/IL4I1/SIRPG/SASH3/CAV1/ADAM8/HLA-DRB1/ZAP70/RASAL3/HLA-DOA/PTPRC/IL12RB1/IL7R/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/CYRIB/HLA-A/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/IGF1/HLA-DMB/VAV1",53
"GO:0050852","GO:0050852","T cell receptor signaling pathway","38/1233","153/18860",0.248366013071895,3.79901298178098,9.19390943306843,4.78738991965747e-13,1.00792970846942e-10,7.68502066050279e-11,"LILRB4/GATA3/LAPTM5/TRBC1/CD3D/HLA-DRB1/ZAP70/CD53/TRAC/PTPRC/ITK/PTPN6/FYB1/FOXP3/SLA2/LCK/CD3E/CARD11/TRBC2/LCP2/UBASH3A/CCR7/CTLA4/CSK/HLA-DPB1/CD8A/SKAP1/HLA-A/THEMIS/PRNP/BTNL9/CD226/SLC39A6/CD3G/CD247/ZNF683/CD300A/GBP1",38
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","65/1233","381/18860",0.170603674540682,2.60955823344466,8.39424451130927,8.25184578081776e-13,1.67298532608135e-10,1.27557772011471e-10,"CCL5/LILRB4/GATA3/FGF10/IL4I1/SIRPG/SASH3/FCRL3/CAV1/ADAM8/HLA-DRB1/ZAP70/RASAL3/HLA-DOA/PTPRC/IL12RB1/IL7R/CD2/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/FCGR3A/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/CYRIB/MAD2L2/HLA-A/MYD88/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/CD226/TNFRSF4/CD38/IGF1/IL33/HLA-DMB/VAV1/MIR145/TYROBP",65
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","61/1233","346/18860",0.176300578034682,2.69669821714039,8.42450106429131,9.79809999902033e-13,1.87133997113448e-10,1.42681441177397e-10,"CCL5/LILRB4/GATA3/FGF10/IL4I1/SIRPG/SASH3/FCRL3/CAV1/ADAM8/HLA-DRB1/ZAP70/RASAL3/HLA-DOA/PTPRC/IL12RB1/IL7R/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/FCGR3A/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CD74/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/CYRIB/MAD2L2/HLA-A/MYD88/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/TNFRSF4/CD38/IGF1/HLA-DMB/VAV1/TYROBP",61
"GO:0050867","GO:0050867","positive regulation of cell activation","67/1233","401/18860",0.167082294264339,2.55569510934748,8.32806783743019,9.91393115873216e-13,1.87133997113448e-10,1.42681441177397e-10,"CCL5/LILRB4/GATA3/FGF10/IL4I1/SIRPG/SASH3/FCRL3/CAV1/ADAM8/HLA-DRB1/ZAP70/RASAL3/SVEP1/HLA-DOA/PTPRC/IL12RB1/IL7R/CD2/PTPN6/HLA-DPA1/FOXP3/CD6/HLA-DRA/FCGR3A/LCK/IL6ST/CORO1A/LILRB1/CD3E/CARD11/LEF1/CCR7/NCKAP1L/CD74/ACTA2/CSK/TNFRSF13C/CD4/HLA-DPB1/IL2RG/SLAMF1/RUNX3/CD80/SPN/ZBTB16/SOCS1/CYRIB/MAD2L2/HLA-A/MYD88/PRKCQ/CD83/CD24/LGALS9/IL2RA/CD86/GLI3/CD226/TNFRSF4/CD38/IGF1/IL33/HLA-DMB/VAV1/MIR145/TYROBP",67
"GO:0002697","GO:0002697","regulation of immune effector process","69/1233","421/18860",0.163895486935867,2.50694962174408,8.27032860809244,1.15270959300056e-12,2.10331077069502e-10,1.60368194254289e-10,"CD7/LILRB4/GATA3/IL4I1/LAPTM5/TIGIT/SASH3/FCRL3/KIT/ASCL2/HLA-DRB1/CR2/JAK3/PTPRC/IL12RB1/SLAMF8/FCGR1A/RSAD2/IL7R/SLAMF6/HLA-F/PTPN6/HLA-B/FOXP3/HLA-DRA/LILRB1/MASP1/TAP2/IRF5/CALHM6/CD84/NCKAP1L/CD74/BST2/RAC2/IL2RG/SLAMF1/CD96/HLA-H/CD80/SPN/PDCD1/CYRIB/MAD2L2/FER/HLA-A/MYD88/ICAM1/LGALS9/STXBP2/CD86/CD226/DDX60/SECTM1/TNFRSF4/S100A9/UNC13D/LAG3/IRF4/IL33/HLA-DMB/CGAS/ZNF683/TLR7/CD37/VAV1/TYROBP/FCER1G/CD300A",69
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","45/1233","212/18860",0.212264150943396,3.24679796171326,8.7009663228706,1.42525729300856e-12,2.51672852320286e-10,1.91889479347333e-10,"SOX11/LILRB4/CDKN2A/IL4I1/LAPTM5/TIGIT/ASCL2/HLA-DRB1/HMGB3/JAK3/PTPRC/IRF1/INHBA/PTPN6/PLA2G2D/FOXP3/LILRB1/CD84/CTLA4/CD74/CSK/DLG5/RUNX3/CD80/CST7/SPN/SOCS1/CD300LF/PDCD1/FER/LRFN5/LAX1/PRNP/LGALS9/IL2RA/CD86/GLI3/CX3CL1/SAMSN1/TBC1D10C/LAG3/RIPOR2/CD37/TYROBP/CD300A",45
"GO:0050866","GO:0050866","negative regulation of cell activation","47/1233","235/18860",0.2,3.05920519059205,8.40111792763221,4.32765300407801e-12,7.40299142010095e-10,5.64445531617412e-10,"SOX11/LILRB4/CDKN2A/IL4I1/LAPTM5/TIGIT/ASCL2/HLA-DRB1/HMGB3/JAK3/PTPRC/PDGFRA/IRF1/INHBA/PTPN6/PLA2G2D/FOXP3/LILRB1/CD84/CTLA4/CD74/CSK/DLG5/RUNX3/CD80/CST7/SPN/SOCS1/CD300LF/PDCD1/FER/LRFN5/LAX1/PRNP/LGALS9/IL2RA/CD86/GLI3/CX3CL1/SAMSN1/PDGFA/TBC1D10C/LAG3/RIPOR2/CD37/TYROBP/CD300A",47
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","32/1233","124/18860",0.258064516129032,3.94736153624781,8.70878324832934,1.10286387038413e-11,1.82941722014628e-09,1.39485015823702e-09,"LILRB4/GATA3/SASH3/ASCL2/HLA-DRB1/ZAP70/RASAL3/JAK3/PTPRC/IRF1/IL12RB1/FOXP3/HLA-DRA/LILRB1/CD3E/CARD11/NCKAP1L/IL2RG/RUNX3/CD80/ZBTB16/SOCS1/HLA-A/PRKCQ/CD83/LGALS9/IL2RA/CD86/GLI3/IRF4/ZNF683/CD300A",32
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","45/1233","227/18860",0.198237885462555,3.03225184089521,8.14705650707038,1.69525061075777e-11,2.72935348332001e-09,2.08101197264847e-09,"LILRB4/GATA3/CDKN2A/IL4I1/SASH3/IKZF3/FCRL3/ASCL2/ADAM8/HLA-DRB1/ZAP70/HMGB3/JAK3/HLA-DOA/PTPRC/IRF1/IL12RB1/SLAMF8/IL7R/INHBA/CD2/PTPN6/FOXP3/HLA-DRA/LCK/CARD11/LEF1/NCKAP1L/CTLA4/CD74/IL2RG/RUNX3/CD80/ZBTB16/SOCS1/CAMK4/FANCD2/CD83/LGALS9/IL2RA/CD86/GLI3/LAG3/IRF4/ZNF683",45
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","36/1233","157/18860",0.229299363057325,3.5073690083221,8.34380429586656,2.40383696561457e-11,3.75960101422118e-09,2.86653039659e-09,"IGHG1/PIK3R1/TIGIT/GZMB/HLA-DRB1/PTPRC/IL12RB1/FCGR1A/IL7R/CD2/SLAMF6/HLA-F/PTPN6/HLA-B/HLA-DRA/FCGR3A/CORO1A/NKG7/LILRB1/TAP2/PRF1/NCKAP1L/HLA-H/SLAMF7/CYRIB/HLA-A/MYD88/ICAM1/LGALS9/STXBP2/CD226/UNC13D/LAG3/FCGR2A/VAV1/TYROBP",36
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","38/1233","173/18860",0.219653179190751,3.35982072955196,8.24677103481413,2.67231824932816e-11,4.06340836022842e-09,3.09817013408951e-09,"CCL5/FGF10/SASH3/FCRL3/KIT/ZAP70/RASAL3/PTPRC/IL12RB1/HLA-DPA1/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/CD3E/CARD11/NCKAP1L/CD74/BST2/RAC2/TNFRSF13C/CD4/HLA-DPB1/SLAMF1/CD80/SPN/HLA-A/MYD88/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/HLA-DMB",38
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","34/1233","143/18860",0.237762237762238,3.6368173594451,8.37108234534376,2.96894562498669e-11,4.39243468950734e-09,3.3490382370049e-09,"LILRB4/GATA3/PIK3R1/SASH3/ASCL2/HLA-DRB1/ZAP70/JAK3/IRF1/IL12RB1/RSAD2/SLAMF6/ITK/PLA2G2D/FOXP3/HLA-DRA/IL6ST/LEF1/NCKAP1L/IL2RG/TMEM98/RUNX3/CD80/SPN/ZBTB16/SOCS1/CD83/LGALS9/CD86/GLI3/IRF4/ZNF683/LY9/STAT4",34
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","35/1233","153/18860",0.22875816993464,3.49909090427195,8.20875629675066,4.87400782693788e-11,6.88833062890799e-09,5.25204910170955e-09,"CCL5/FGF10/SASH3/FCRL3/ZAP70/RASAL3/PTPRC/IL12RB1/HLA-DPA1/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/CD3E/CARD11/NCKAP1L/CD74/TNFRSF13C/CD4/HLA-DPB1/SLAMF1/CD80/SPN/HLA-A/MYD88/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/HLA-DMB",35
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","33/1233","138/18860",0.239130434782609,3.65774533657745,8.28759374262746,4.90765243930237e-11,6.88833062890799e-09,5.25204910170955e-09,"GATA3/PIK3R1/SASH3/ASCL2/HLA-DRB1/JAK3/IL12RB1/RSAD2/SLAMF6/PLA2G2D/FOXP3/HLA-DRA/IL6ST/NKG7/CD3E/CARD11/LEF1/NCKAP1L/IL2RG/TMEM98/RUNX3/CD80/SPN/SOCS1/PRKCQ/CD83/LGALS9/IL2RA/CD86/TCIRG1/IRF4/LY9/STAT4",33
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","57/1233","343/18860",0.166180758017493,2.54190518751818,7.62203752546772,6.25354512725205e-11,8.55797650664443e-09,6.52508063935642e-09,"LILRB4/GATA3/CDKN2A/IL4I1/PIK3R1/SASH3/IKZF3/FCRL3/ASCL2/ADAM8/HLA-DRB1/ZAP70/HMGB3/JAK3/HLA-DOA/PTPRC/IRF1/IL12RB1/SLAMF8/IL7R/INHBA/CD2/PTPN6/HLA-B/FOXP3/HLA-DRA/LCK/LILRB1/CARD11/LEF1/NCKAP1L/CTLA4/CD74/CD4/IL2RG/RUNX3/CD80/ZBTB16/SOCS1/CAMK4/C1QC/PRDM16/FANCD2/CD83/LGALS9/IL2RA/CD86/GLI3/CD101/IRF7/LRRC17/LAG3/MYC/IRF4/ZNF683/MIR145/TYROBP",57
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","35/1233","155/18860",0.225806451612903,3.45394134421683,8.11339904913737,7.17168188479065e-11,9.57506991154732e-09,7.30056962084594e-09,"CCL5/FGF10/SASH3/FCRL3/ZAP70/RASAL3/PTPRC/IL12RB1/HLA-DPA1/FOXP3/CD6/FCGR3A/IL6ST/CORO1A/CD3E/CARD11/NCKAP1L/CD74/TNFRSF13C/CD4/HLA-DPB1/SLAMF1/CD80/SPN/HLA-A/MYD88/PRKCQ/CD24/LGALS9/IL2RA/CD86/TNFRSF4/CD38/IGF1/HLA-DMB",35
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","48/1233","264/18860",0.181818181818182,2.78109562781096,7.70781173775041,8.74711426545612e-11,1.14004055926445e-08,8.69230778509612e-09,"CD7/LILRB4/GATA3/IL4I1/TIGIT/SASH3/KIT/HLA-DRB1/CR2/JAK3/PTPRC/IL12RB1/FCGR1A/RSAD2/IL7R/SLAMF6/HLA-F/PTPN6/HLA-B/FOXP3/HLA-DRA/LILRB1/TAP2/CALHM6/CD84/NCKAP1L/BST2/RAC2/SLAMF1/CD96/HLA-H/CD80/SPN/PDCD1/CYRIB/MAD2L2/HLA-A/ICAM1/LGALS9/STXBP2/CD226/SECTM1/UNC13D/LAG3/VAV1/TYROBP/FCER1G/CD300A",48
"GO:0042113","GO:0042113","B cell activation","51/1233","291/18860",0.175257731958763,2.68074681649819,7.64198533622624,9.04776523659036e-11,1.15180155593246e-08,8.78198021128049e-09,"CDKN2A/IL4I1/PIK3R1/LAPTM5/SASH3/IKZF3/FCRL3/KIT/PAX5/ZAP70/CR2/HMGB3/JAK3/EXO1/PTPRC/SLAMF8/IL7R/INHBA/PTPN6/FOXP3/CD19/FCRL1/CARD11/EZH2/LEF1/ITM2A/NCKAP1L/CTLA4/CD74/BST2/MS4A1/IRF8/TNFRSF13C/SPIB/IL2RG/MAD2L2/LAX1/CD86/BAK1/TNFRSF4/SAMSN1/CFB/TBC1D10C/CD38/TCIRG1/LAT2/VAV1/TYROBP/CD300A/CD79A/ITGA4",51
