"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","23/1233","150/18860",0.153333333333333,2.34539064612057,4.3753097667781,0.00011307283716092,0.00171457260559246,0.00130728619140705,"CCL5/CXCL10/ASCL2/ADAM8/PDGFD/SLAMF8/CXCL17/CORO1A/JAM2/PLCB1/CCR7/SLAMF1/SPN/CCL4/LGALS9/CX3CL1/STK10/CXCL12/JAM3/RIPOR2/DUSP1/C5AR1/ITGA4",23
"GO:0071346","GO:0071346","cellular response to type II interferon","18/1233","103/18860",0.174757281553398,2.67309191410956,4.50306680287896,0.000113881251088304,0.00172188440851831,0.00131286111950755,"GBP5/CCL5/STAT1/NLRC5/IRF1/IL12RB1/PARP9/HLA-DPA1/GBP4/CIITA/RAB43/GSN/IRF8/PARP14/SLC26A6/LGALS9/STXBP2/GBP1",18
"GO:0006959","GO:0006959","humoral immune response","38/1233","307/18860",0.123778501628664,1.89331917333059,4.17369238642218,0.000114184150583147,0.00172188440851831,0.00131286111950755,"CXCL9/IGHG1/CCL5/CXCL10/GATA3/CFD/GNLY/FCMR/IGHG3/CCL18/HLA-DRB1/CR2/IGHG4/EXO1/PTPRC/PTPN6/TF/MASP1/CCR7/MS4A1/CCL4/PDCD1/C1QC/HLA-A/POU2F2/CD83/H2BC11/LYZ/C1QB/CX3CL1/C1QA/CCL3L1/S100A9/CFB/CXCL12/H2BC7/CD37/C8G",38
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","9/1233","31/18860",0.290322580645161,4.44078172827879,5.0707944789245,0.00011480207484558,0.00172644658710085,0.00131633957999632,"TIGIT/PTPRC/IL7R/HLA-F/HLA-B/LILRB1/NCKAP1L/HLA-A/LGALS9",9
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","10/1233","38/18860",0.263157894736842,4.02526998762112,4.93713177577711,0.000120234912705664,0.00180319427986522,0.0013748563197634,"HLA-DRB1/PTPRC/IL12RB1/HLA-F/HLA-B/HLA-DRA/TAP2/HLA-H/CYRIB/HLA-A",10
"GO:0007411","GO:0007411","axon guidance","32/1233","243/18860",0.131687242798354,2.0142914835174,4.2088430664672,0.000122907513546263,0.00183823969713727,0.00140157690886089,"CELSR3/GATA3/RELN/MATN2/SEMA3G/TUBB3/ARK2C/SEMA5A/CYFIP2/ARHGEF25/SEMA6A/PTPRO/B4GAT1/SLIT3/BOC/NELL2/LAMA2/NTN3/SEMA6D/IGSF9/CDH4/PLXNA3/PRKCQ/PLXNA4/UNC5C/GLI3/NEXN/UNC5B/CXCL12/SEMA5B/NFIB/EFNA4",32
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","8/1233","25/18860",0.32,4.89472830494728,5.15366310347117,0.000129325012523949,0.00192540695794818,0.00146803811092909,"HLA-DRB1/TAP1/HLA-F/HLA-B/HLA-DRA/TAP2/HLA-H/HLA-A",8
"GO:0061326","GO:0061326","renal tubule development","18/1233","104/18860",0.173076923076923,2.64738910724312,4.45547913243371,0.000129439123223407,0.00192540695794818,0.00146803811092909,"IRX1/STAT1/GATA3/GPC3/KIF26B/FGF2/OSR1/HS3ST3B1/AGT/WNT4/AQP1/PKD2/CD24/IRX2/GLI3/SIX2/MYC/WNK4",18
"GO:0007059","GO:0007059","chromosome segregation","49/1233","434/18860",0.112903225806452,1.72697067210842,4.05226546419703,0.000132505448840388,0.00196468469368266,0.0014979856566836,"MYBL2/TACC3/MAP3K20/KIF2C/KNL1/BIRC5/KIF4A/CENPM/CENPF/STIL/TPX2/UHRF1/SGO1/HASPIN/UBE2C/PLK1/KIFC1/CDC6/KIF18B/CDC20/ESPL1/TRIP13/ASPM/CDCA2/STARD9/SAC3D1/MAD2L2/FANCD2/BUB1B/KIF14/NCAPH/CIAO2A/KIF23/BUB1/RMI2/CDCA8/SMC4/NDC80/TOP2A/RIPOR2/AURKB/GEN1/CCNB2/DUSP1/CCNB1/DIAPH3/BRIP1/MKI67/ECT2",49
"GO:0097485","GO:0097485","neuron projection guidance","32/1233","244/18860",0.131147540983607,2.00603619055217,4.18328061784498,0.000132797467421005,0.00196468469368266,0.0014979856566836,"CELSR3/GATA3/RELN/MATN2/SEMA3G/TUBB3/ARK2C/SEMA5A/CYFIP2/ARHGEF25/SEMA6A/PTPRO/B4GAT1/SLIT3/BOC/NELL2/LAMA2/NTN3/SEMA6D/IGSF9/CDH4/PLXNA3/PRKCQ/PLXNA4/UNC5C/GLI3/NEXN/UNC5B/CXCL12/SEMA5B/NFIB/EFNA4",32
"GO:0051235","GO:0051235","maintenance of location","30/1233","223/18860",0.134529147982063,2.05776133896326,4.20246190017193,0.000134649441780171,0.00198671440513385,0.00151478234262556,"ATP1A2/CXCL9/DMD/CXCL10/CXCR3/PGR/GSTM2/RYR3/CAV1/FGF2/PTPRC/CCR5/PTPN6/LCK/CD19/CORO1A/PLCB1/CCR7/CD4/JPH2/ASPM/PKD2/ANK2/P2RY6/CX3CL1/TRPC1/CYBA/PLN/PLCH1/AKAP6",30
"GO:0030879","GO:0030879","mammary gland development","22/1233","142/18860",0.154929577464789,2.36980683778258,4.33336675150959,0.000135301287006974,0.00199096571257037,0.00151802377754005,"FGFR2/GATA3/FGF10/CDKN2A/PGR/OAS2/NRG1/CAV1/FGF2/ERBB4/CSMD1/AREG/LEF1/IQGAP3/ESR1/WNT4/TFAP2C/ITGA2/PYGO2/GLI3/IGF1/HOXA5",22
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","40/1233","332/18860",0.120481927710843,1.84289469312774,4.09807362580495,0.000137532335182384,0.00201836998066588,0.00153891832650813,"TGFBR3/STAT1/LILRB4/CAV1/HLA-DRB1/WLS/LTB/CARD11/PELI2/PER1/CCR7/ESR1/LPAR1/CD74/BST2/EDNRB/CD4/ROR1/IKBKE/SLC20A1/NLRC3/IRAK1/TIFAB/MYD88/S100B/TMC8/LGALS9/TRIM59/CX3CL1/SECTM1/PARP1/LURAP1L/TRAF1/EDA2R/BIRC3/SHISA5/MID2/TLR7/ECT2/CARD10",40
"GO:0050919","GO:0050919","negative chemotaxis","11/1233","46/18860",0.239130434782609,3.65774533657745,4.77313125509342,0.000142073389996173,0.00207943779903489,0.00158547985177265,"NRG1/SEMA3G/SEMA5A/SEMA6A/SLIT3/SEMA6D/PLXNA3/PLXNA4/UNC5C/PDGFA/SEMA5B",11
"GO:0048144","GO:0048144","fibroblast proliferation","19/1233","114/18860",0.166666666666667,2.54933765882671,4.38829548241684,0.000143020573459345,0.00208771898431054,0.00159179389127383,"FGF10/CAV1/E2F1/PDGFD/PDGFRA/ESR1/CD74/AGT/CDC6/NLRC3/AQP1/PDGFA/PARP10/EGFR/MYC/IGF1/CCNB1/JUN/CD300A",19
"GO:0045576","GO:0045576","mast cell activation","14/1233","70/18860",0.2,3.05920519059205,4.56495941250388,0.00014776021995331,0.0021511687341075,0.00164017153447613,"KIT/PTPN6/LCP2/CD84/RAC2/CD300LF/FER/LGALS9/STXBP2/CD226/UNC13D/LAT2/FCER1G/CD300A",14
"GO:0090068","GO:0090068","positive regulation of cell cycle process","35/1233","278/18860",0.12589928057554,1.92575866314248,4.11268664807915,0.00014980824726084,0.00217519985545315,0.00165849420742491,"TP63/FGF10/MAP3K20/CDC25A/KNL1/BIRC5/PLCB1/STIL/EZH2/RRM2/LEF1/POC1A/CDC25B/UBE2C/CDC6/DTL/CDC20/WNT4/ESPL1/ADAMTS1/KIF14/NCAPH/CDC7/KIF23/BUB1/CDCA8/SMC4/NDC80/EGFR/IGF1/AURKB/GEN1/SVIL/CCNB1/ECT2",35
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","9/1233","32/18860",0.28125,4.30200729927007,4.94427467485297,0.000150523290632712,0.00217980024582927,0.00166200180272543,"HLA-DRB1/TAP1/HLA-F/HLA-B/HLA-DRA/TAP2/CD74/HLA-H/HLA-A",9
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","42/1233","356/18860",0.117977528089888,1.80458733152902,4.05337743620618,0.000151179765024366,0.00218353043204058,0.00166484590562869,"FGFR2/SOX10/TMEM132A/FGF10/GPC3/RNF213/CAV1/FGF2/DAAM2/IGFBP6/SEMA5A/WLS/RSPO1/RECK/LEF1/TCF7L2/ALPK2/TRABD2B/PTPRO/RBMS3/CTHRC1/TBX18/DKK2/CCN4/DIXDC1/PLPP3/DKK3/ASPM/KLF15/CDON/SHISA6/MAD2L2/GLI3/CDH2/ADGRA2/EGFR/MCC/TMEM237/SULF1/BAMBI/MIR145/DACT1",42
"GO:0038179","GO:0038179","neurotrophin signaling pathway","10/1233","39/18860",0.256410256410256,3.92205793665648,4.83116026938126,0.000152302969208347,0.00218836225172612,0.00166852995559758,"NTRK2/DOCK3/NTRK3/CORO1A/GFRA1/CYFIP2/NTF4/AGT/MAGI2/NTF3",10
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","12/1233","54/18860",0.222222222222222,3.39911687843561,4.66929955314196,0.000152313850549443,0.00218836225172612,0.00166852995559758,"LILRB4/CDKN2A/ASCL2/JAK3/IRF1/FOXP3/CTLA4/CD74/RUNX3/SOCS1/GLI3/LAG3",12
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","32/1233","246/18860",0.130081300813008,1.9897269532306,4.13251808301848,0.000154746775680549,0.00221749698972598,0.00169074391174807,"FGF10/CDKN2A/FHL1/ID4/E2F1/CDC25A/INHBA/PTPN6/PLCB1/STIL/EZH2/RRM2/IQGAP3/CDC6/PKD2/ADAMTS1/ZC3H12D/KIF14/CCNO/CDC7/BCAT1/EGFR/CCNF/PLK5/MYC/CCNB2/CCNB1/CCNG2/GPR132/E2F3/MUC1/DACT1",32
"GO:0007409","GO:0007409","axonogenesis","52/1233","472/18860",0.110169491525424,1.68515540159732,3.98698410288595,0.00015564219767314,0.00222450493488973,0.00169608716167102,"NTRK2/FGFR2/CELSR3/SPP1/GATA3/RELN/DCLK1/MATN2/NTRK3/SEMA3G/PTPRZ1/TUBB3/ARK2C/SPART/SEMA5A/PAK3/FAT4/ARHGEF28/TRIM46/CYFIP2/ARHGEF25/SEMA6A/SKIL/PTPRO/B4GAT1/SLIT3/NTNG2/POTEE/BOC/NELL2/LAMA2/NTN3/SEMA6D/IGSF9/CDH4/PLXNA3/S100B/PRKCQ/CDHR2/PLXNA4/UNC5C/GLI3/RTN4R/NEXN/UNC5B/ARHGAP4/CXCL12/SEMA5B/NFIB/EFNA4/ATL1/ITGA4",52
"GO:0021537","GO:0021537","telencephalon development","36/1233","291/18860",0.123711340206186,1.89229187046931,4.05705447294399,0.000172635023543225,0.00246094822623858,0.00187636477069323,"NTRK2/ATP1A2/LRP8/RELN/TACC3/ID4/PAX5/ERBB4/FOXP2/INHBA/FAT4/PLCB1/EZH2/LEF1/LPAR1/WDR62/CNTNAP2/DIXDC1/TFAP2C/FBXO41/ASPM/SLC7A11/CDON/AQP1/PLXNA3/KIF14/PLXNA4/DNAH5/GLI3/CDH2/RTN4R/KCNA1/EGFR/CXCL12/NFIB/ATP1B2",36
"GO:2001185","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","7/1233","20/18860",0.35,5.35360908353609,5.15199752201903,0.000182651019939124,0.00259365996170878,0.00197755163128575,"LILRB4/IRF1/LILRB1/NCKAP1L/RUNX3/SOCS1/HLA-A",7
"GO:0001818","GO:0001818","negative regulation of cytokine production","46/1233","405/18860",0.11358024691358,1.73732640453376,3.96718031122611,0.000183121872533077,0.00259365996170878,0.00197755163128575,"LILRB4/GATA3/OAS3/NDRG2/LAPTM5/NAV3/TIGIT/CIDEA/HLA-DRB1/JAK3/PTPRC/OAS1/INHBA/HLA-F/PTPN6/FOXP3/TRAIP/LILRB1/GPR174/EZH2/LEF1/CD84/CCR7/NCKAP1L/BST2/CSK/SLAMF1/CD96/XAF1/NLRC3/KLF15/PRNP/CD83/CD24/LGALS9/CX3CL1/CD34/LAG3/IGF1/IL33/ZNF683/ADCY7/MIR145/TYROBP/ABCD1/GBP1",46
"GO:0042088","GO:0042088","T-helper 1 type immune response","12/1233","55/18860",0.218181818181818,3.33731475337315,4.59106606804932,0.000183366168283028,0.00259365996170878,0.00197755163128575,"ASCL2/HLA-DRB1/JAK3/IL12RB1/LEF1/TMEM98/SLAMF1/CD80/SPN/LGALS9/IL33/STAT4",12
"GO:0055123","GO:0055123","digestive system development","23/1233","155/18860",0.148387096774194,2.26973288334249,4.19808305224884,0.000186754945101266,0.00263478497289775,0.00200890764331665,"FGFR2/TP63/SOX10/SOX11/FGF10/KIT/PDGFRA/WLS/IL6ST/ALX4/ALDH1A2/EDNRB/SAV1/CPS1/GLI3/PDGFA/EGFR/SIX2/IGF1/CCNB1/CLMP/HOXA5/DACT1",23
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","16/1233","89/18860",0.179775280898876,2.74984736232993,4.37626015938919,0.000191274188618029,0.00269017782979329,0.002051142260087,"CXCL9/ENTREP1/CCL5/CXCL10/CXCR3/CCL18/CCR5/GPR17/CXCR4/CCR7/SLIT3/CCL4/CCR4/CX3CL1/CCL3L1/CXCL12",16
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","17/1233","98/18860",0.173469387755102,2.65339225714617,4.34011300788849,0.000191664112827801,0.00269017782979329,0.002051142260087,"FGFR2/MMP9/CCL5/STAT1/PIK3R1/PDGFD/FGF2/CCN4/ITGA2/IRAK1/ADAMTS1/MYD88/P2RY6/CX3CL1/CYBA/IGF1/JUN",17
"GO:0048736","GO:0048736","appendage development","27/1233","196/18860",0.137755102040816,2.10710561596902,4.12065630888523,0.000192755459461227,0.00269169230890499,0.00205229698379099,"FGFR2/TP63/PITX1/FGF10/GPC3/MAP3K20/ARK2C/OSR1/HAND2/RECK/SALL4/ALX4/LEF1/CHST11/ALDH1A2/DYNC2H1/ZBTB16/SLC7A11/RUNX2/COMP/INTU/ITGA6/GLI3/KREMEN2/BAK1/AFF3/TMEM231",27
"GO:0060173","GO:0060173","limb development","27/1233","196/18860",0.137755102040816,2.10710561596902,4.12065630888523,0.000192755459461227,0.00269169230890499,0.00205229698379099,"FGFR2/TP63/PITX1/FGF10/GPC3/MAP3K20/ARK2C/OSR1/HAND2/RECK/SALL4/ALX4/LEF1/CHST11/ALDH1A2/DYNC2H1/ZBTB16/SLC7A11/RUNX2/COMP/INTU/ITGA6/GLI3/KREMEN2/BAK1/AFF3/TMEM231",27
"GO:0001562","GO:0001562","response to protozoan","9/1233","33/18860",0.272727272727273,4.17164344171643,4.82283531825899,0.000195055284309976,0.00271687691173743,0.00207149913563427,"GBP4/NKG7/IRF8/BATF2/SPN/MYD88/IRF4/CD37/GBP1",9
"GO:0061333","GO:0061333","renal tubule morphogenesis","15/1233","81/18860",0.185185185185185,2.83259739869634,4.37144491861192,0.000214094772088309,0.00295921136566851,0.00225626849698588,"IRX1/GATA3/GPC3/KIF26B/FGF2/OSR1/HS3ST3B1/AGT/WNT4/PKD2/IRX2/GLI3/SIX2/MYC/WNK4",15
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","20/1233","127/18860",0.15748031496063,2.40882298471815,4.21314386082131,0.000214151429060242,0.00295921136566851,0.00225626849698588,"LILRB4/CDKN2A/PIK3R1/ASCL2/HMGB3/JAK3/IRF1/INHBA/FOXP3/LILRB1/CTLA4/CD74/RUNX3/SOCS1/C1QC/PRDM16/GLI3/LRRC17/LAG3/MYC",20
"GO:0032615","GO:0032615","interleukin-12 production","13/1233","64/18860",0.203125,3.10700527169505,4.46554589604195,0.000214615804196273,0.00295921136566851,0.00225626849698588,"LAPTM5/TIGIT/JAK3/IRF1/HLA-B/LILRB1/LTB/PLCB1/IRF5/CCR7/IRF8/SLAMF1/LGALS9",13
"GO:0032655","GO:0032655","regulation of interleukin-12 production","13/1233","64/18860",0.203125,3.10700527169505,4.46554589604195,0.000214615804196273,0.00295921136566851,0.00225626849698588,"LAPTM5/TIGIT/JAK3/IRF1/HLA-B/LILRB1/LTB/PLCB1/IRF5/CCR7/IRF8/SLAMF1/LGALS9",13
"GO:0002218","GO:0002218","activation of innate immune response","42/1233","362/18860",0.116022099447514,1.77467704426611,3.93608302779916,0.000217632552779493,0.0029932678239069,0.00228223504832238,"GBP5/OAS3/PIK3R1/FCRL3/MAP3K20/CAV1/PIK3AP1/ZBP1/IRF1/OAS1/RSAD2/PTPN6/SLC15A3/OASL/PAK3/TRIM11/CTSS/TRAF3IP3/IRF5/ESR1/IKBKE/NLRC3/CD300LF/IRAK1/RNF39/TIFAB/MYD88/DDX60/PYHIN1/PARP1/IRF7/S100A9/CYBA/IRF4/S100A8/AURKB/CGAS/ZDHHC12/BIRC3/TLR7/TYROBP/CD300A",42
"GO:0035701","GO:0035701","hematopoietic stem cell migration","5/1233","10/18860",0.5,7.64801297648013,5.56144757268771,0.000226172795430991,0.00306870898521885,0.00233975561532849,"KIT/PTPRC/JAM2/JAM3/GPLD1",5
"GO:0035723","GO:0035723","interleukin-15-mediated signaling pathway","5/1233","10/18860",0.5,7.64801297648013,5.56144757268771,0.000226172795430991,0.00306870898521885,0.00233975561532849,"IL2RB/JAK3/PLCB1/CD4/IL2RG",5
"GO:0070344","GO:0070344","regulation of fat cell proliferation","5/1233","10/18860",0.5,7.64801297648013,5.56144757268771,0.000226172795430991,0.00306870898521885,0.00233975561532849,"FGF10/E2F1/PER2/PID1/E2F3",5
"GO:0071350","GO:0071350","cellular response to interleukin-15","5/1233","10/18860",0.5,7.64801297648013,5.56144757268771,0.000226172795430991,0.00306870898521885,0.00233975561532849,"IL2RB/JAK3/PLCB1/CD4/IL2RG",5
"GO:0035107","GO:0035107","appendage morphogenesis","23/1233","157/18860",0.146496815286624,2.24081908865023,4.12908973825166,0.00022648126233621,0.00306870898521885,0.00233975561532849,"FGFR2/TP63/PITX1/FGF10/GPC3/MAP3K20/ARK2C/OSR1/HAND2/RECK/SALL4/ALX4/LEF1/CHST11/ALDH1A2/DYNC2H1/ZBTB16/RUNX2/INTU/GLI3/BAK1/AFF3/TMEM231",23
"GO:0035108","GO:0035108","limb morphogenesis","23/1233","157/18860",0.146496815286624,2.24081908865023,4.12908973825166,0.00022648126233621,0.00306870898521885,0.00233975561532849,"FGFR2/TP63/PITX1/FGF10/GPC3/MAP3K20/ARK2C/OSR1/HAND2/RECK/SALL4/ALX4/LEF1/CHST11/ALDH1A2/DYNC2H1/ZBTB16/RUNX2/INTU/GLI3/BAK1/AFF3/TMEM231",23
"GO:0001776","GO:0001776","leukocyte homeostasis","19/1233","118/18860",0.161016949152542,2.46291943310377,4.21604378192454,0.000227444041626328,0.00307414489842598,0.00234390026003481,"SASH3/JAK3/IL7R/FOXP3/CHST3/CORO1A/GPR174/SKIL/NCKAP1L/CD74/SH2B2/SLC7A11/LGALS9/IL2RA/BAK1/TCIRG1/JAM3/CCNB2/FCER1G",19
"GO:0070669","GO:0070669","response to interleukin-2","6/1233","15/18860",0.4,6.1184103811841,5.24486517324106,0.000231079207856659,0.00311558518179151,0.00237549665323219,"CD7/IL2RB/JAK3/IL2RG/IL2RA/SECTM1",6
"GO:0030225","GO:0030225","macrophage differentiation","14/1233","73/18860",0.191780821917808,2.93348442933484,4.3774889416862,0.00023531527077483,0.00316490366639169,0.00241309982832588,"MMP9/GATA3/UCP2/HLA-DRB1/INHBA/CD4/SPIB/SOCS1/C1QC/MYD88/PARP1/IL33/DIAPH3/MIR145",14
"GO:0002369","GO:0002369","T cell cytokine production","10/1233","41/18860",0.24390243902439,3.73073803730738,4.6294069928389,0.000238310220337072,0.00318951135971916,0.00243186211204862,"CD7/LILRB4/GATA3/SASH3/RSAD2/HLA-F/FOXP3/SLAMF1/HLA-A/SECTM1",10
"GO:0002724","GO:0002724","regulation of T cell cytokine production","10/1233","41/18860",0.24390243902439,3.73073803730738,4.6294069928389,0.000238310220337072,0.00318951135971916,0.00243186211204862,"CD7/LILRB4/GATA3/SASH3/RSAD2/HLA-F/FOXP3/SLAMF1/HLA-A/SECTM1",10
"GO:0033002","GO:0033002","muscle cell proliferation","32/1233","252/18860",0.126984126984127,1.94235250196321,3.98304741115697,0.000241410463593758,0.00322312409198105,0.0024574903418466,"FGFR2/MMP9/TGFBR3/CCL5/STAT1/OGN/NDRG2/PIK3R1/NRG1/PDGFD/CNN1/FGF2/ERBB4/TCF7L2/KCNK2/NPR1/SAV1/CCN4/PPARGC1A/ITGA2/IRAK1/ADAMTS1/MYD88/P2RY6/CAV2/CX3CL1/NDC80/CYBA/IGF1/CCNB1/JUN/MIR145",32
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","27/1233","199/18860",0.135678391959799,2.075340204673,4.0332638285729,0.000247821640389761,0.00330067070436388,0.00251661622267999,"FGFR2/TP63/SOX10/FGF10/PGR/GPC3/FGF2/CSMD1/AREG/LEF1/TIMELESS/ESR1/HS3ST3B1/AGT/DLG5/LLGL2/WNT4/TFAP2C/PKD2/GLI3/PDGFA/SIX2/LAMA1/MYC/IGF1/SULF1/HOXA5",27
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","30/1233","231/18860",0.12987012987013,1.98649687700783,3.98986865969544,0.000252069268038883,0.00334909508069138,0.00255353767954566,"MMP9/FGF10/NRG1/KIT/HLA-DRB1/FGF2/PTPRC/ERBB4/PLAUR/PARP9/RSPO1/PELI2/EZH2/CLSPN/LCP2/TPX2/CD74/CD4/MST1R/PARP14/CD80/ANGPT4/MAD2L2/KIF14/PDGFA/EGFR/IGF1/ECT2/ENPP2/CARD10",30
"GO:0035455","GO:0035455","response to interferon-alpha","7/1233","21/18860",0.333333333333333,5.09867531765342,4.97022336948288,0.000258584374247005,0.00342469312803726,0.00261117786525157,"GATA3/OAS1/LAMP3/BST2/ADAR/PYHIN1/MYC",7
"GO:0060443","GO:0060443","mammary gland morphogenesis","11/1233","49/18860",0.224489795918367,3.4338017445421,4.51158311569119,0.000259010404641474,0.00342469312803726,0.00261117786525157,"FGFR2/FGF10/CDKN2A/PGR/CAV1/CSMD1/AREG/ESR1/WNT4/TFAP2C/GLI3",11
"GO:0032835","GO:0032835","glomerulus development","14/1233","74/18860",0.189189189189189,2.89384274785735,4.31712160824597,0.000273021662736391,0.0036012544140217,0.00274579807926389,"PDGFD/PDGFRA/OSR1/PTPRO/ACTA2/EDNRB/KLF15/AQP1/CD24/ENPEP/NID1/MAGI2/CD34/SULF1",14
"GO:0042327","GO:0042327","positive regulation of phosphorylation","32/1233","254/18860",0.125984251968504,1.92705838777452,3.93413359831106,0.000278701977686422,0.00366649524025935,0.00279554133946663,"MMP9/FGF10/NRG1/KIT/HLA-DRB1/FGF2/PTPRC/ERBB4/PLAUR/PARP9/RSPO1/PELI2/AREG/EZH2/CLSPN/LCP2/TPX2/CD74/CD4/MST1R/PARP14/CD80/ANGPT4/MAD2L2/KIF14/PDGFA/EGFR/CIMAP3/IGF1/ECT2/ENPP2/CARD10",32
"GO:0051302","GO:0051302","regulation of cell division","26/1233","190/18860",0.136842105263158,2.09314039356298,4.00527417475786,0.000279307364849863,0.00366649524025935,0.00279554133946663,"FGFR2/TP63/PTN/PDGFD/FGF2/BIRC5/CDC25B/GAREM1/PLK1/CDC6/KIF18B/ASPM/KIF13A/HDGF/KIF14/INTU/KLHL13/KIF23/CDCA8/PDGFA/MYC/AURKB/SVIL/ECT2/MIR145/NAP1L2",26
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","31/1233","244/18860",0.127049180327869,1.94334755959741,3.92260994089018,0.000296940895829803,0.00388864704251756,0.00296492231670906,"FHL1/PKMYT1/MAP3K20/KNL1/BIRC5/INHBA/CENPF/EZH2/CLSPN/HASPIN/PLK1/CDC6/DTL/CDC20/TRIP13/PKD2/MAD2L2/ZC3H12D/FANCD2/BUB1B/BUB1/CDCA8/EME1/NDC80/AURKB/GEN1/DUSP1/CCNB1/GPR132/MUC1/DACT1",31
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","8/1233","28/18860",0.285714285714286,4.37029312941722,4.72008842046053,0.000311700894621969,0.00405599837292565,0.00309252034472054,"GATA3/CDKN2A/AREG/IQGAP3/ESR1/TFAP2C/PYGO2/HOXA5",8
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","8/1233","28/18860",0.285714285714286,4.37029312941722,4.72008842046053,0.000311700894621969,0.00405599837292565,0.00309252034472054,"LILRB4/IRF1/LILRB1/NCKAP1L/WDFY4/RUNX3/SOCS1/HLA-A",8
"GO:0043029","GO:0043029","T cell homeostasis","11/1233","50/18860",0.22,3.36512570965126,4.42890637623319,0.0003126838351068,0.00405599837292565,0.00309252034472054,"JAK3/IL7R/FOXP3/CHST3/CORO1A/GPR174/NCKAP1L/LGALS9/IL2RA/TCIRG1/CCNB2",11
"GO:0045071","GO:0045071","negative regulation of viral genome replication","11/1233","50/18860",0.22,3.36512570965126,4.42890637623319,0.0003126838351068,0.00405599837292565,0.00309252034472054,"CCL5/OAS3/OAS2/ISG15/OAS1/RSAD2/OASL/ISG20/BST2/MX1/APOBEC3G",11
"GO:0042391","GO:0042391","regulation of membrane potential","51/1233","474/18860",0.107594936708861,1.64577494430585,3.76598338709022,0.000317101395803919,0.00409536085835056,0.00312253250838605,"NTRK2/ATP1A2/DMD/CDKN2A/GRIK3/RELN/FHL1/IFI6/CACNA1G/SCN7A/CAV1/UCP2/NTRK3/GRIA4/SPART/GRIK5/DCN/GPRIN3/KCNK2/USP53/SLC17A7/AGT/SCN2A/P2RX5/SLC25A27/TBX18/KCNK1/NLGN1/PYCR1/SLC26A5/PID1/ANK2/KCNG3/KCNJ5/BAK1/GRIA3/PARP1/HSH2D/HCN2/SCN4B/KCNA1/KCNQ5/NOS1AP/ATP1B2/PLN/ABCD1/BEGAIN/AKAP6/SCN2B/NEDD4L/SCN4A",51
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","9/1233","35/18860",0.257142857142857,3.9332638164755,4.59377078063974,0.000317214651797705,0.00409536085835056,0.00312253250838605,"CXCL9/CXCL10/CXCR3/CD19/JPH2/P2RY6/CX3CL1/TRPC1/AKAP6",9
"GO:0001667","GO:0001667","ameboidal-type cell migration","32/1233","256/18860",0.125,1.91200324412003,3.88566062703047,0.000321037328088861,0.00413496078578453,0.00315272571113891,"MMP9/SOX10/FGF10/FAT2/GPC3/KIT/SEMA3G/AMOTL1/FGF2/ERBB4/DAAM2/HAND2/SEMA5A/CORO1A/AKAP12/SEMA6A/ACTA2/EDNRB/TNS1/ITGA2/AQP1/SEMA6D/FER/CDH2/ARHGAP4/PRR5L/MCC/SEMA5B/JUN/ENPP2/MIR145/ITGA4",32
"GO:0048872","GO:0048872","homeostasis of number of cells","42/1233","369/18860",0.113821138211382,1.74101108407678,3.8019758533817,0.0003275550060528,0.00420900493693198,0.00320918111934606,"TGFBR3/STAT1/GATA3/ISG15/SASH3/KIT/JAK3/IL7R/INHBA/FOXP3/CHST3/CORO1A/CARD11/GPR174/EZH2/COL14A1/SKIL/CCR7/NCKAP1L/CD74/RAC2/IKZF1/SH2B2/SLC7A11/ADAR/GPRASP2/CCR4/LGALS9/IL2RA/CDH2/BAK1/HOXB6/TCIRG1/JAM3/CCNB2/CRISPLD1/OCIAD2/DIAPH3/HOXA5/FCER1G/ST6GALNAC1/G6PD",42
"GO:0048565","GO:0048565","digestive tract development","21/1233","141/18860",0.148936170212766,2.27813152490897,4.02898311452395,0.000331603891715889,0.00424707942448784,0.00323821124129268,"FGFR2/TP63/SOX10/SOX11/FGF10/KIT/PDGFRA/IL6ST/ALX4/ALDH1A2/EDNRB/SAV1/CPS1/GLI3/PDGFA/EGFR/SIX2/CCNB1/CLMP/HOXA5/DACT1",21
